"PassengerId","Pclass","Sex","Age","SibSp","Parch","Fare","Embarked","Title","Deck","Family_Size","Fare_per_pclass","Survived"
326,"1","female",36.0,0,0,135.6333,"C","Miss","C",0,45.211099999999995,"1"
327,"3","male",61.0,0,0,6.2375,"S","Mr","Unknown",0,6.2375,"0"
328,"2","female",36.0,0,0,13.0,"S","Mrs","D",0,6.5,"1"
329,"3","female",31.0,1,1,20.525,"S","Mrs","Unknown",2,20.525,"1"
330,"1","female",16.0,0,1,57.9792,"C","Miss","B",1,19.3264,"1"
331,"3","female",24.824112006969308,2,0,23.25,"Q","Miss","Unknown",2,23.25,"1"
332,"1","male",45.5,0,0,28.5,"S","Mr","C",0,9.5,"0"
333,"1","male",38.0,0,1,153.4625,"S","Mr","C",1,51.15416666666667,"0"
334,"3","male",16.0,2,0,18.0,"S","Mr","Unknown",2,18.0,"0"
335,"1","female",33.88759950226501,1,0,133.65,"S","Mrs","Unknown",1,44.550000000000004,"1"
336,"3","male",29.282989100593632,0,0,7.8958,"S","Mr","Unknown",0,7.8958,"0"
337,"1","male",29.0,1,0,66.6,"S","Mr","C",1,22.2,"0"
338,"1","female",41.0,0,0,134.5,"C","Miss","E",0,44.833333333333336,"1"
339,"3","male",45.0,0,0,8.05,"S","Mr","Unknown",0,8.05,"1"
340,"1","male",45.0,0,0,35.5,"S","Mr","T",0,11.833333333333334,"0"
341,"2","male",2.0,1,1,26.0,"S","Master","F",2,13.0,"1"
342,"1","female",24.0,3,2,263.0,"S","Miss","C",5,87.66666666666667,"1"
343,"2","male",28.0,0,0,13.0,"S","Mr","Unknown",0,6.5,"0"
344,"2","male",25.0,0,0,13.0,"S","Mr","Unknown",0,6.5,"0"
345,"2","male",36.0,0,0,13.0,"S","Mr","Unknown",0,6.5,"0"
346,"2","female",24.0,0,0,13.0,"S","Miss","F",0,6.5,"1"
347,"2","female",40.0,0,0,13.0,"S","Miss","Unknown",0,6.5,"1"
348,"3","female",30.038154432124948,1,0,16.1,"S","Mrs","Unknown",1,16.1,"1"
349,"3","male",3.0,1,1,15.9,"S","Master","Unknown",2,15.9,"1"
350,"3","male",42.0,0,0,8.6625,"S","Mr","Unknown",0,8.6625,"0"
351,"3","male",23.0,0,0,9.225,"S","Mr","Unknown",0,9.225,"0"
352,"1","male",35.568908066995,0,0,35.0,"S","Mr","C",0,11.666666666666666,"0"
353,"3","male",15.0,1,1,7.2292,"C","Mr","Unknown",2,7.2292,"0"
354,"3","male",25.0,1,0,17.8,"S","Mr","Unknown",1,17.8,"0"
355,"3","male",29.282989100593632,0,0,7.225,"C","Mr","Unknown",0,7.225,"0"
356,"3","male",28.0,0,0,9.5,"S","Mr","Unknown",0,9.5,"0"
357,"1","female",22.0,0,1,55.0,"S","Miss","E",1,18.333333333333332,"1"
358,"2","female",38.0,0,0,13.0,"S","Miss","Unknown",0,6.5,"0"
359,"3","female",24.824112006969308,0,0,7.8792,"Q","Miss","Unknown",0,7.8792,"1"
360,"3","female",24.824112006969308,0,0,7.8792,"Q","Miss","Unknown",0,7.8792,"1"
361,"3","male",40.0,1,4,27.9,"S","Mr","Unknown",5,27.9,"0"
362,"2","male",29.0,1,0,27.7208,"C","Mr","Unknown",1,13.8604,"0"
363,"3","female",45.0,0,1,14.4542,"C","Mrs","Unknown",1,14.4542,"0"
364,"3","male",35.0,0,0,7.05,"S","Mr","Unknown",0,7.05,"0"
365,"3","male",31.76376161868081,1,0,15.5,"Q","Mr","Unknown",1,15.5,"0"
366,"3","male",30.0,0,0,7.25,"S","Mr","Unknown",0,7.25,"0"
367,"1","female",60.0,1,0,75.25,"C","Mrs","D",1,25.083333333333332,"1"
368,"3","female",30.18980087658253,0,0,7.2292,"C","Mrs","Unknown",0,7.2292,"1"
369,"3","female",24.824112006969308,0,0,7.75,"Q","Miss","Unknown",0,7.75,"1"
370,"1","female",24.0,0,0,69.3,"C","Mrs","B",0,23.099999999999998,"1"
371,"1","male",25.0,1,0,55.4417,"C","Mr","E",1,18.480566666666665,"1"
372,"3","male",18.0,1,0,6.4958,"S","Mr","Unknown",1,6.4958,"0"
373,"3","male",19.0,0,0,8.05,"S","Mr","Unknown",0,8.05,"0"
374,"1","male",22.0,0,0,135.6333,"C","Mr","Unknown",0,45.211099999999995,"0"
375,"3","female",3.0,3,1,21.075,"S","Miss","Unknown",4,21.075,"0"
376,"1","female",34.40780219579444,1,0,82.1708,"C","Mrs","Unknown",1,27.390266666666665,"1"
377,"3","female",22.0,0,0,7.25,"S","Miss","Unknown",0,7.25,"1"
378,"1","male",27.0,0,2,211.5,"C","Mr","C",2,70.5,"0"
379,"3","male",20.0,0,0,4.0125,"C","Mr","Unknown",0,4.0125,"0"
380,"3","male",19.0,0,0,7.775,"S","Mr","Unknown",0,7.775,"0"
381,"1","female",42.0,0,0,227.525,"C","Miss","Unknown",0,75.84166666666667,"1"
382,"3","female",1.0,0,2,15.7417,"C","Miss","Unknown",2,15.7417,"1"
383,"3","male",32.0,0,0,7.925,"S","Mr","Unknown",0,7.925,"0"
384,"1","female",35.0,1,0,52.0,"S","Mrs","Unknown",1,17.333333333333332,"1"
385,"3","male",29.282989100593632,0,0,7.8958,"S","Mr","Unknown",0,7.8958,"0"
386,"2","male",18.0,0,0,73.5,"S","Mr","Unknown",0,36.75,"0"
387,"3","male",1.0,5,2,46.9,"S","Master","Unknown",7,46.9,"0"
388,"2","female",36.0,0,0,13.0,"S","Miss","Unknown",0,6.5,"1"
389,"3","male",32.108509651425784,0,0,7.7292,"Q","Mr","Unknown",0,7.7292,"0"
390,"2","female",17.0,0,0,12.0,"C","Miss","Unknown",0,6.0,"1"
391,"1","male",36.0,1,2,120.0,"S","Mr","B",3,40.0,"1"
392,"3","male",21.0,0,0,7.7958,"S","Mr","Unknown",0,7.7958,"1"
393,"3","male",28.0,2,0,7.925,"S","Mr","Unknown",2,7.925,"0"
394,"1","female",23.0,1,0,113.275,"C","Miss","D",1,37.75833333333333,"1"
395,"3","female",24.0,0,2,16.7,"S","Mrs","G",2,16.7,"1"
396,"3","male",22.0,0,0,7.7958,"S","Mr","Unknown",0,7.7958,"0"
397,"3","female",31.0,0,0,7.8542,"S","Miss","Unknown",0,7.8542,"0"
398,"2","male",46.0,0,0,26.0,"S","Mr","Unknown",0,13.0,"0"
399,"2","male",23.0,0,0,10.5,"S","Mrs","Unknown",0,5.25,"0"
400,"2","female",28.0,0,0,12.65,"S","Mrs","Unknown",0,6.325,"1"
401,"3","male",39.0,0,0,7.925,"S","Mr","Unknown",0,7.925,"1"
402,"3","male",26.0,0,0,8.05,"S","Mr","Unknown",0,8.05,"0"
403,"3","female",21.0,1,0,9.825,"S","Miss","Unknown",1,9.825,"0"
404,"3","male",28.0,1,0,15.85,"S","Mr","Unknown",1,15.85,"0"
405,"3","female",20.0,0,0,8.6625,"S","Miss","Unknown",0,8.6625,"0"
406,"2","male",34.0,1,0,21.0,"S","Mr","Unknown",1,10.5,"0"
407,"3","male",51.0,0,0,7.75,"S","Mr","Unknown",0,7.75,"0"
408,"2","male",3.0,1,1,18.75,"S","Master","Unknown",2,9.375,"1"
409,"3","male",21.0,0,0,7.775,"S","Mr","Unknown",0,7.775,"0"
410,"3","female",20.747915910131788,3,1,25.4667,"S","Miss","Unknown",4,25.4667,"0"
411,"3","male",29.282989100593632,0,0,7.8958,"S","Mr","Unknown",0,7.8958,"0"
412,"3","male",32.108509651425784,0,0,6.8583,"Q","Mr","Unknown",0,6.8583,"0"
413,"1","female",33.0,1,0,90.0,"Q","Miss","C",1,30.0,"1"
414,"2","male",31.5781470886837,0,0,21.358661235955054,"S","Mr","Unknown",0,10.679330617977527,"0"
415,"3","male",44.0,0,0,7.925,"S","Mr","Unknown",0,7.925,"1"
416,"3","female",30.18980087658253,0,0,8.05,"S","Mrs","Unknown",0,8.05,"0"
417,"2","female",34.0,1,1,32.5,"S","Mrs","Unknown",2,16.25,"1"
418,"2","female",18.0,0,2,13.0,"S","Miss","Unknown",2,6.5,"1"
419,"2","male",30.0,0,0,13.0,"S","Mr","Unknown",0,6.5,"0"
420,"3","female",10.0,0,2,24.15,"S","Miss","Unknown",2,24.15,"0"
421,"3","male",29.282989100593632,0,0,7.8958,"C","Mr","Unknown",0,7.8958,"0"
422,"3","male",21.0,0,0,7.7333,"Q","Mr","Unknown",0,7.7333,"0"
423,"3","male",29.0,0,0,7.875,"S","Mr","Unknown",0,7.875,"0"
424,"3","female",28.0,1,1,14.4,"S","Mrs","Unknown",2,14.4,"0"
425,"3","male",18.0,1,1,20.2125,"S","Mr","Unknown",2,20.2125,"0"
426,"3","male",29.282989100593632,0,0,7.25,"S","Mr","Unknown",0,7.25,"0"
427,"2","female",28.0,1,0,26.0,"S","Mrs","Unknown",1,13.0,"1"
428,"2","female",19.0,0,0,26.0,"S","Mrs","Unknown",0,13.0,"1"
429,"3","male",32.108509651425784,0,0,7.75,"Q","Mr","Unknown",0,7.75,"0"
430,"3","male",32.0,0,0,8.05,"S","Mr","E",0,8.05,"1"
431,"1","male",28.0,0,0,26.55,"S","Mr","C",0,8.85,"1"
432,"3","female",30.038154432124948,1,0,16.1,"S","Mrs","Unknown",1,16.1,"1"
433,"2","female",42.0,1,0,26.0,"S","Mrs","Unknown",1,13.0,"1"
434,"3","male",17.0,0,0,7.125,"S","Mr","Unknown",0,7.125,"0"
435,"1","male",50.0,1,0,55.9,"S","Mr","E",1,18.633333333333333,"0"
436,"1","female",14.0,1,2,120.0,"S","Miss","B",3,40.0,"1"
437,"3","female",21.0,2,2,34.375,"S","Miss","Unknown",4,34.375,"0"
438,"2","female",24.0,2,3,18.75,"S","Mrs","Unknown",5,9.375,"1"
439,"1","male",64.0,1,4,263.0,"S","Mr","C",5,87.66666666666667,"0"
440,"2","male",31.0,0,0,10.5,"S","Mr","Unknown",0,5.25,"0"
441,"2","female",45.0,1,1,26.25,"S","Mrs","Unknown",2,13.125,"1"
442,"3","male",20.0,0,0,9.5,"S","Mr","Unknown",0,9.5,"0"
443,"3","male",25.0,1,0,7.775,"S","Mr","Unknown",1,7.775,"0"
444,"2","female",28.0,0,0,13.0,"S","Miss","Unknown",0,6.5,"1"
445,"3","male",29.282989100593632,0,0,8.1125,"S","Mr","Unknown",0,8.1125,"1"
446,"1","male",4.0,0,2,81.8583,"S","Master","A",2,27.2861,"1"
447,"2","female",13.0,0,1,19.5,"S","Miss","Unknown",1,9.75,"1"
448,"1","male",34.0,0,0,26.55,"S","Mr","Unknown",0,8.85,"1"
449,"3","female",5.0,2,1,19.2583,"C","Miss","Unknown",3,19.2583,"1"
450,"1","male",52.0,0,0,30.5,"S","Mr","C",0,10.166666666666666,"1"
451,"2","male",36.0,1,2,27.75,"S","Mr","Unknown",3,13.875,"0"
452,"3","male",28.938241067848658,1,0,19.9667,"S","Mr","Unknown",1,19.9667,"0"
453,"1","male",30.0,0,0,27.75,"C","Mr","C",0,9.25,"0"
454,"1","male",49.0,1,0,89.1042,"C","Mr","C",1,29.701400000000003,"1"
455,"3","male",29.282989100593632,0,0,8.05,"S","Mr","Unknown",0,8.05,"0"
456,"3","male",29.0,0,0,7.8958,"C","Mr","Unknown",0,7.8958,"1"
457,"1","male",65.0,0,0,26.55,"S","Mr","E",0,8.85,"0"
458,"1","female",34.12507305438027,1,0,51.8625,"S","Mrs","D",1,17.287499999999998,"1"
459,"2","female",50.0,0,0,10.5,"S","Miss","Unknown",0,5.25,"1"
460,"3","male",32.108509651425784,0,0,7.75,"Q","Mr","Unknown",0,7.75,"0"
461,"1","male",48.0,0,0,26.55,"S","Mr","E",0,8.85,"1"
462,"3","male",34.0,0,0,8.05,"S","Mr","Unknown",0,8.05,"0"
463,"1","male",47.0,0,0,38.5,"S","Mr","E",0,12.833333333333334,"0"
464,"2","male",48.0,0,0,13.0,"S","Mr","Unknown",0,6.5,"0"
465,"3","male",29.282989100593632,0,0,8.05,"S","Mr","Unknown",0,8.05,"0"
466,"3","male",38.0,0,0,7.05,"S","Mr","Unknown",0,7.05,"0"
467,"2","male",31.5781470886837,0,0,21.358661235955054,"S","Mr","Unknown",0,10.679330617977527,"0"
468,"1","male",56.0,0,0,26.55,"S","Mr","Unknown",0,8.85,"0"
469,"3","male",32.108509651425784,0,0,7.725,"Q","Mr","Unknown",0,7.725,"0"
470,"3","female",0.75,2,1,19.2583,"C","Miss","Unknown",3,19.2583,"1"
471,"3","male",29.282989100593632,0,0,7.25,"S","Mr","Unknown",0,7.25,"0"
472,"3","male",38.0,0,0,8.6625,"S","Mr","Unknown",0,8.6625,"0"
473,"2","female",33.0,1,2,27.75,"S","Mrs","Unknown",3,13.875,"1"
474,"2","female",23.0,0,0,13.7917,"C","Mrs","D",0,6.89585,"1"
475,"3","female",22.0,0,0,9.8375,"S","Miss","Unknown",0,9.8375,"0"
476,"1","male",33.9771568864058,0,0,52.0,"S","Mr","A",0,17.333333333333332,"0"
477,"2","male",34.0,1,0,21.0,"S","Mr","Unknown",1,10.5,"0"
478,"3","male",29.0,1,0,7.0458,"S","Mr","Unknown",1,7.0458,"0"
479,"3","male",22.0,0,0,7.5208,"S","Mr","Unknown",0,7.5208,"0"
480,"3","female",2.0,0,1,12.2875,"S","Miss","Unknown",1,12.2875,"1"
481,"3","male",9.0,5,2,46.9,"S","Master","Unknown",7,46.9,"0"
482,"2","male",31.5781470886837,0,0,21.358661235955054,"S","Mr","Unknown",0,10.679330617977527,"0"
483,"3","male",50.0,0,0,8.05,"S","Mr","Unknown",0,8.05,"0"
484,"3","female",63.0,0,0,9.5875,"S","Mrs","Unknown",0,9.5875,"1"
485,"1","male",25.0,1,0,91.0792,"C","Mr","B",1,30.359733333333335,"1"
486,"3","female",20.747915910131788,3,1,25.4667,"S","Miss","Unknown",4,25.4667,"0"
487,"1","female",35.0,1,0,90.0,"S","Mrs","C",1,30.0,"1"
488,"1","male",58.0,0,0,29.7,"C","Mr","B",0,9.9,"0"
489,"3","male",30.0,0,0,8.05,"S","Mr","Unknown",0,8.05,"0"
490,"3","male",9.0,1,1,15.9,"S","Master","Unknown",2,15.9,"1"
491,"3","male",28.938241067848658,1,0,19.9667,"S","Mr","Unknown",1,19.9667,"0"
492,"3","male",21.0,0,0,7.25,"S","Mr","Unknown",0,7.25,"0"
493,"1","male",55.0,0,0,30.5,"S","Mr","C",0,10.166666666666666,"0"
494,"1","male",71.0,0,0,49.5042,"C","Mr","Unknown",0,16.5014,"0"
495,"3","male",21.0,0,0,8.05,"S","Mr","Unknown",0,8.05,"0"
496,"3","male",29.282989100593632,0,0,14.4583,"C","Mr","Unknown",0,14.4583,"0"
497,"1","female",54.0,1,0,78.2667,"C","Miss","D",1,26.0889,"1"
498,"3","male",29.282989100593632,0,0,15.1,"S","Mr","Unknown",0,15.1,"0"
499,"1","female",25.0,1,2,151.55,"S","Mrs","C",3,50.51666666666667,"0"
500,"3","male",24.0,0,0,7.7958,"S","Mr","Unknown",0,7.7958,"0"
501,"3","male",17.0,0,0,8.6625,"S","Mr","Unknown",0,8.6625,"0"
502,"3","female",21.0,0,0,7.75,"Q","Miss","Unknown",0,7.75,"0"
503,"3","female",24.824112006969308,0,0,7.6292,"Q","Miss","Unknown",0,7.6292,"0"
504,"3","female",37.0,0,0,9.5875,"S","Miss","Unknown",0,9.5875,"0"
505,"1","female",16.0,0,0,86.5,"S","Miss","B",0,28.833333333333332,"1"
506,"1","male",18.0,1,0,108.9,"C","Mr","C",1,36.300000000000004,"0"
507,"2","female",33.0,0,2,26.0,"S","Mrs","Unknown",2,13.0,"1"
508,"1","male",37.29002018416629,0,0,26.55,"S","Mr","Unknown",0,8.85,"1"
509,"3","male",28.0,0,0,22.525,"S","Mr","Unknown",0,22.525,"0"
510,"3","male",26.0,0,0,56.4958,"S","Mr","Unknown",0,56.4958,"1"
511,"3","male",29.0,0,0,7.75,"Q","Mr","Unknown",0,7.75,"1"
512,"3","male",29.282989100593632,0,0,8.05,"S","Mr","Unknown",0,8.05,"0"
513,"1","male",36.0,0,0,26.2875,"S","Mr","E",0,8.762500000000001,"1"
514,"1","female",54.0,1,0,59.4,"C","Mrs","Unknown",1,19.8,"1"
515,"3","male",24.0,0,0,7.4958,"S","Mr","Unknown",0,7.4958,"0"
516,"1","male",47.0,0,0,34.0208,"S","Mr","D",0,11.340266666666666,"0"
517,"2","female",34.0,0,0,10.5,"S","Mrs","F",0,5.25,"1"
518,"3","male",32.108509651425784,0,0,24.15,"Q","Mr","Unknown",0,24.15,"0"
519,"2","female",36.0,1,0,26.0,"S","Mrs","Unknown",1,13.0,"1"
520,"3","male",32.0,0,0,7.8958,"S","Mr","Unknown",0,7.8958,"0"
521,"1","female",30.0,0,0,93.5,"S","Miss","B",0,31.166666666666668,"1"
522,"3","male",22.0,0,0,7.8958,"S","Mr","Unknown",0,7.8958,"0"
523,"3","male",29.282989100593632,0,0,7.225,"C","Mr","Unknown",0,7.225,"0"
524,"1","female",44.0,0,1,57.9792,"C","Mrs","B",1,19.3264,"1"
525,"3","male",29.282989100593632,0,0,7.2292,"C","Mr","Unknown",0,7.2292,"0"
526,"3","male",40.5,0,0,7.75,"Q","Mr","Unknown",0,7.75,"0"
527,"2","female",50.0,0,0,10.5,"S","Miss","Unknown",0,5.25,"1"
528,"1","male",31.955389934166824,0,0,221.7792,"S","Mr","C",0,73.9264,"0"
529,"3","male",39.0,0,0,7.925,"S","Mr","Unknown",0,7.925,"0"
530,"2","male",23.0,2,1,11.5,"S","Mr","Unknown",3,5.75,"0"
531,"2","female",2.0,1,1,26.0,"S","Miss","Unknown",2,13.0,"1"
532,"3","male",29.282989100593632,0,0,7.2292,"C","Mr","Unknown",0,7.2292,"0"
533,"3","male",17.0,1,1,7.2292,"C","Mr","Unknown",2,7.2292,"0"
534,"3","female",30.848038812557725,0,2,22.3583,"C","Mrs","Unknown",2,22.3583,"1"
535,"3","female",30.0,0,0,8.6625,"S","Miss","Unknown",0,8.6625,"0"
536,"2","female",7.0,0,2,26.25,"S","Miss","Unknown",2,13.125,"1"
537,"1","male",45.0,0,0,26.55,"S","Mr","B",0,8.85,"0"
538,"1","female",30.0,0,0,106.425,"C","Miss","Unknown",0,35.475,"1"
539,"3","male",29.282989100593632,0,0,14.5,"S","Mr","Unknown",0,14.5,"0"
540,"1","female",22.0,0,2,49.5,"C","Miss","B",2,16.5,"1"
541,"1","female",36.0,0,2,71.0,"S","Miss","B",2,23.666666666666668,"1"
542,"3","female",9.0,4,2,31.275,"S","Miss","Unknown",6,31.275,"0"
543,"3","female",11.0,4,2,31.275,"S","Miss","Unknown",6,31.275,"0"
544,"2","male",32.0,1,0,26.0,"S","Mr","Unknown",1,13.0,"1"
545,"1","male",50.0,1,0,106.425,"C","Mr","C",1,35.475,"0"
546,"1","male",64.0,0,0,26.0,"S","Mr","Unknown",0,8.666666666666666,"0"
547,"2","female",19.0,1,0,26.0,"S","Mrs","Unknown",1,13.0,"1"
548,"2","male",28.507303272880172,0,0,13.8625,"C","Mr","Unknown",0,6.93125,"1"
549,"3","male",33.0,1,1,20.525,"S","Mr","Unknown",2,20.525,"0"
550,"2","male",8.0,1,1,36.75,"S","Master","Unknown",2,18.375,"1"
551,"1","male",17.0,0,2,110.8833,"C","Mr","C",2,36.9611,"1"
552,"2","male",27.0,0,0,26.0,"S","Mr","Unknown",0,13.0,"0"
553,"3","male",32.108509651425784,0,0,7.8292,"Q","Mr","Unknown",0,7.8292,"0"
554,"3","male",22.0,0,0,7.225,"C","Mr","Unknown",0,7.225,"1"
555,"3","female",22.0,0,0,7.775,"S","Miss","Unknown",0,7.775,"1"
556,"1","male",62.0,0,0,26.55,"S","Mr","Unknown",0,8.85,"0"
557,"1","female",48.0,1,0,39.6,"C","Mrs","A",1,13.200000000000001,"1"
558,"1","male",32.99539025290557,0,0,227.525,"C","Mr","Unknown",0,75.84166666666667,"0"
559,"1","female",39.0,1,1,79.65,"S","Mrs","E",2,26.55,"1"
560,"3","female",36.0,1,0,17.4,"S","Mrs","Unknown",1,17.4,"1"
561,"3","male",32.108509651425784,0,0,7.75,"Q","Mr","Unknown",0,7.75,"0"
562,"3","male",40.0,0,0,7.8958,"S","Mr","Unknown",0,7.8958,"0"
563,"2","male",28.0,0,0,13.5,"S","Mr","Unknown",0,6.75,"0"
564,"3","male",29.282989100593632,0,0,8.05,"S","Mr","Unknown",0,8.05,"0"
565,"3","female",27.211005234665727,0,0,8.05,"S","Miss","Unknown",0,8.05,"0"
566,"3","male",24.0,2,0,24.15,"S","Mr","Unknown",2,24.15,"0"
567,"3","male",19.0,0,0,7.8958,"S","Mr","Unknown",0,7.8958,"0"
568,"3","female",29.0,0,4,21.075,"S","Mrs","Unknown",4,21.075,"0"
569,"3","male",29.282989100593632,0,0,7.2292,"C","Mr","Unknown",0,7.2292,"0"
570,"3","male",32.0,0,0,7.8542,"S","Mr","Unknown",0,7.8542,"1"
571,"2","male",62.0,0,0,10.5,"S","Mr","Unknown",0,5.25,"1"
572,"1","female",53.0,2,0,51.4792,"S","Mrs","C",2,17.15973333333333,"1"
573,"1","male",36.0,0,0,26.3875,"S","Mr","E",0,8.795833333333333,"1"
574,"3","female",24.824112006969308,0,0,7.75,"Q","Miss","Unknown",0,7.75,"1"
575,"3","male",16.0,0,0,8.05,"S","Mr","Unknown",0,8.05,"0"
576,"3","male",19.0,0,0,14.5,"S","Mr","Unknown",0,14.5,"0"
577,"2","female",34.0,0,0,13.0,"S","Miss","Unknown",0,6.5,"1"
578,"1","female",39.0,1,0,55.9,"S","Mrs","E",1,18.633333333333333,"1"
579,"3","female",30.038154432124948,1,0,14.4583,"C","Mrs","Unknown",1,14.4583,"0"
580,"3","male",32.0,0,0,7.925,"S","Mr","Unknown",0,7.925,"1"
581,"2","female",25.0,1,1,30.0,"S","Miss","Unknown",2,15.0,"1"
582,"1","female",39.0,1,1,110.8833,"C","Mrs","C",2,36.9611,"1"
583,"2","male",54.0,0,0,26.0,"S","Mr","Unknown",0,13.0,"0"
584,"1","male",36.0,0,0,40.125,"C","Mr","A",0,13.375,"0"
585,"3","male",29.282989100593632,0,0,8.7125,"C","Mr","Unknown",0,8.7125,"0"
586,"1","female",18.0,0,2,79.65,"S","Miss","E",2,26.55,"1"
587,"2","male",47.0,0,0,15.0,"S","Mr","Unknown",0,7.5,"0"
588,"1","male",60.0,1,1,79.2,"C","Mr","B",2,26.400000000000002,"1"
589,"3","male",22.0,0,0,8.05,"S","Mr","Unknown",0,8.05,"0"
590,"3","male",29.282989100593632,0,0,8.05,"S","Mr","Unknown",0,8.05,"0"
591,"3","male",35.0,0,0,7.125,"S","Mr","Unknown",0,7.125,"0"
592,"1","female",52.0,1,0,78.2667,"C","Mrs","D",1,26.0889,"1"
593,"3","male",47.0,0,0,7.25,"S","Mr","Unknown",0,7.25,"0"
594,"3","female",21.42843732381568,0,2,7.75,"Q","Miss","Unknown",2,7.75,"0"
595,"2","male",37.0,1,0,26.0,"S","Mr","Unknown",1,13.0,"0"
596,"3","male",36.0,1,1,24.15,"S","Mr","Unknown",2,24.15,"0"
597,"2","female",29.937755307688867,0,0,33.0,"S","Miss","Unknown",0,16.5,"1"
598,"3","male",49.0,0,0,13.787874948665298,"S","Mr","Unknown",0,13.787874948665298,"0"
599,"3","male",29.282989100593632,0,0,7.225,"C","Mr","Unknown",0,7.225,"0"
600,"1","male",49.0,1,0,56.9292,"C","Mr","A",1,18.9764,"1"
601,"2","female",24.0,2,1,27.0,"S","Mrs","Unknown",3,13.5,"1"
602,"3","male",29.282989100593632,0,0,7.8958,"S","Mr","Unknown",0,7.8958,"0"
603,"1","male",33.9771568864058,0,0,42.4,"S","Mr","Unknown",0,14.133333333333333,"0"
604,"3","male",44.0,0,0,8.05,"S","Mr","Unknown",0,8.05,"0"
605,"1","male",35.0,0,0,26.55,"C","Mr","Unknown",0,8.85,"1"
606,"3","male",36.0,1,0,15.55,"S","Mr","Unknown",1,15.55,"0"
607,"3","male",30.0,0,0,7.8958,"S","Mr","Unknown",0,7.8958,"0"
608,"1","male",27.0,0,0,30.5,"S","Mr","Unknown",0,10.166666666666666,"1"
609,"2","female",22.0,1,2,41.5792,"C","Mrs","Unknown",3,20.7896,"1"
610,"1","female",40.0,0,0,153.4625,"S","Miss","C",0,51.15416666666667,"1"
611,"3","female",39.0,1,5,31.275,"S","Mrs","Unknown",6,31.275,"0"
612,"3","male",29.282989100593632,0,0,7.05,"S","Mr","Unknown",0,7.05,"0"
613,"3","female",24.824112006969308,1,0,15.5,"Q","Miss","Unknown",1,15.5,"1"
614,"3","male",32.108509651425784,0,0,7.75,"Q","Mr","Unknown",0,7.75,"0"
615,"3","male",35.0,0,0,8.05,"S","Mr","Unknown",0,8.05,"0"
616,"2","female",24.0,1,2,65.0,"S","Miss","Unknown",3,32.5,"1"
617,"3","male",34.0,1,1,14.4,"S","Mr","Unknown",2,14.4,"0"
618,"3","female",26.0,1,0,16.1,"S","Mrs","Unknown",1,16.1,"0"
619,"2","female",4.0,2,1,39.0,"S","Miss","F",3,19.5,"1"
620,"2","male",26.0,0,0,10.5,"S","Mr","Unknown",0,5.25,"0"
621,"3","male",27.0,1,0,14.4542,"C","Mr","Unknown",1,14.4542,"0"
622,"1","male",42.0,1,0,52.5542,"S","Mr","D",1,17.518066666666666,"1"
623,"3","male",20.0,1,1,15.7417,"C","Mr","Unknown",2,15.7417,"1"
624,"3","male",21.0,0,0,7.8542,"S","Mr","Unknown",0,7.8542,"0"
625,"3","male",21.0,0,0,16.1,"S","Mr","Unknown",0,16.1,"0"
626,"1","male",61.0,0,0,32.3208,"S","Mr","D",0,10.7736,"0"
627,"2","male",57.0,0,0,12.35,"Q","Mr","Unknown",0,6.175,"0"
628,"1","female",21.0,0,0,77.9583,"S","Miss","D",0,25.986099999999997,"1"
629,"3","male",26.0,0,0,7.8958,"S","Mr","Unknown",0,7.8958,"0"
630,"3","male",32.108509651425784,0,0,7.7333,"Q","Mr","Unknown",0,7.7333,"0"
631,"1","male",80.0,0,0,30.0,"S","Mr","A",0,10.0,"1"
632,"3","male",51.0,0,0,7.0542,"S","Mr","Unknown",0,7.0542,"0"
633,"1","male",32.0,0,0,30.5,"C","Mrs","B",0,10.166666666666666,"1"
634,"1","male",34.40780219579444,0,0,86.14887440758294,"S","Mr","Unknown",0,28.716291469194314,"0"
635,"3","female",9.0,3,2,27.9,"S","Miss","Unknown",5,27.9,"0"
636,"2","female",28.0,0,0,13.0,"S","Miss","Unknown",0,6.5,"1"
637,"3","male",32.0,0,0,7.925,"S","Mr","Unknown",0,7.925,"0"
638,"2","male",31.0,1,1,26.25,"S","Mr","Unknown",2,13.125,"0"
639,"3","female",41.0,0,5,39.6875,"S","Mrs","Unknown",5,39.6875,"0"
640,"3","male",28.938241067848658,1,0,16.1,"S","Mr","Unknown",1,16.1,"0"
641,"3","male",20.0,0,0,7.8542,"S","Mr","Unknown",0,7.8542,"0"
642,"1","female",24.0,0,0,69.3,"C","Miss","B",0,23.099999999999998,"1"
643,"3","female",2.0,3,2,27.9,"S","Miss","Unknown",5,27.9,"0"
644,"3","male",29.282989100593632,0,0,56.4958,"S","Mr","Unknown",0,56.4958,"1"
645,"3","female",0.75,2,1,19.2583,"C","Miss","Unknown",3,19.2583,"1"
646,"1","male",48.0,1,0,76.7292,"C","Mr","D",1,25.576400000000003,"1"
647,"3","male",19.0,0,0,7.8958,"S","Mr","Unknown",0,7.8958,"0"
648,"1","male",56.0,0,0,35.5,"C","Mr","A",0,11.833333333333334,"1"
649,"3","male",29.282989100593632,0,0,7.55,"S","Mr","Unknown",0,7.55,"0"
650,"3","female",23.0,0,0,7.55,"S","Miss","Unknown",0,7.55,"1"
651,"3","male",29.282989100593632,0,0,7.8958,"S","Mr","Unknown",0,7.8958,"0"
